gene_id,MCF-7,MCF-7-ADR
CDCA7L,17.49849951,18.49752059
CDCA8,19.96594673,23.36823269
CDCP1,0,0.252360367
CDCP2,0,0
CDH1,265.7608519,0.508965727
CDH10,0,0
CDH11,0,2.648616295
CDH12,0.068125003,0.023113007
CDH13,1.585218431,0.01982108
CDH15,0.042025,0
CDH16,0.013784,0.064474
CDH17,0,0
CDH18,4.208004211,0.034547334
CDH19,0,0
CDH2,0,31.24122203
CDH20,0.031584,0.01623
CDH22,0,0.052413
CDH23,0.061791525,0.135886682
CDH24,5.513334711,3.573085305
CDH26,0.190736993,0.040998594
CDH3,65.2782335,1.626126757
CDH4,0.618717322,4.349006627
CDH5,0.044532,0
CDH6,0,0.022213739
CDH7,0,0
CDH8,0,0
CDH9,0,0.021336
CDHR1,0.008062562,0
CDHR2,0.18058889,0.322824546
CDHR3,0,0.02546
CDHR4,0,0.07264
CDHR5,0.958053045,0.661805558
CDIP1,1.480846956,18.20421683
CDIPT,24.60093304,8.181547969
CDK1,23.74425475,27.83450884
CDK10,7.05549643,13.11052157
CDK11A,5.55332963,7.499541368
CDK11B,7.455237397,9.186749805
CDK12,20.36839036,24.85263379
CDK13,7.136930828,10.27700179
CDK14,0.047127592,2.989675121
CDK15,0.105291651,0.849800225
CDK16,32.01031072,21.60703486
CDK17,10.50627252,14.32536175
CDK18,18.06933439,2.161674449
CDK19,4.417141669,2.225890337
CDK2,40.64778403,44.41425929
CDK20,1.901816842,3.271580444
CDK2AP1,42.67928727,7.138954014
CDK2AP2,5.803647611,18.50280739
CDK3,2.218971,3.523201
CDK4,62.194038,87.667633
CDK5,18.09598905,14.80601758
CDK5R1,0.87197,4.354836
CDK5R2,0.096743,0.204022
CDK5RAP1,11.92064052,19.43517884
CDK5RAP2,22.36649714,23.79743921
CDK5RAP3,20.02225359,30.46139587
CDK6,2.9517329,23.52410893
CDK7,21.76058974,27.14837836
CDK8,13.77690876,8.931527317
CDK9,23.490725,20.37084
CDKAL1,5.49589,17.254169
CDKL1,1.867799853,5.670000318
CDKL2,0.969512626,1.884761013
CDKL3,0.523274753,1.621552853
CDKL4,0.074459,0.051936
CDKL5,2.227676219,1.305485068
CDKN1A,44.78845053,10.38048567
CDKN1B,35.340946,12.117048
CDKN1C,0.093542289,2.092980079
CDKN2A,0,15.17182495
CDKN2AIP,2.780536125,3.915035381
CDKN2AIPNL,20.060205,17.274281
CDKN2B,0,9.472399772
CDKN2C,4.511201355,2.116452043
CDKN2D,2.580196299,1.284333
CDKN3,36.10225876,33.9766922
CDNF,1.167104,0.920447
CDO1,0,0.040676
CDON,1.773359933,2.300975835
CDPF1,2.065155,2.518499
CDR1,4.158644,64.705734
CDR2,5.294574447,6.314365306
CDR2L,3.306856,7.066975
CDRT1,0.530141113,0.283111831
CDRT15,0.454353,0.36150711
CDRT15L2,0,0
CDRT4,0.211919,0.184397
CDS1,14.134313,0.281854
CDS2,6.259704,10.436069
CDSN,1.757671,6.433011
CDT1,17.271858,10.461305
CDV3,102.1021456,211.0402388
CDX1,0,0
CDX2,0,0.545528555
CDX4,0,0
CDY1,0,0
CDY1B,0,0
CDY2A,0,0
CDY2B,0,0
CDYL,30.24481736,21.76783008
CDYL2,21.443287,2.203062
CEACAM1,2.151089472,2.474822367
CEACAM16,0.350675,0
CEACAM18,0,0
CEACAM19,1.229734,0.63452
CEACAM20,0,0
CEACAM21,0,0.070161799
CEACAM3,0,0.15360073
CEACAM4,0,0
CEACAM5,1.211187,0
CEACAM6,3.707679,0.291163
CEACAM7,0.069350726,0
CEACAM8,0.2854,1.115301
CEBPA,4.051977034,1.657633
CEBPB,44.96024782,9.780954512
CEBPD,4.247515,3.387866
CEBPE,0,0.169169
CEBPG,33.76536141,53.42566007
CEBPZ,30.736013,52.995842
CEBPZOS,13.32771587,9.072046096
CECR2,5.890042623,1.629329199
CEL,0.169066,0.027754
CELA1,0,0
CELA2A,0,0
CELA2B,0,0
CELA3A,0,0
CELA3B,0,0
CELF1,23.1687107,25.56102634
CELF2,0,2.159235055
CELF3,0.785434,0.221589
CELF4,0.038169817,0.375233079
CELF5,0.405681645,0.107746041
CELF6,0.110502826,0.347225211
CELSR1,17.784269,2.995812
CELSR2,83.374016,1.338589
CELSR3,3.693023,7.089834
CEMIP,4.077208348,0.922193
CEMIP2,21.70006526,34.62255601
CEMP1,0,0
CEND1,0.164393,0.449156
CENPA,18.18866888,12.98906015
CENPB,70.976707,30.025898
CENPBD1,9.952718,9.9686
CENPC,4.422406317,4.218866016
CENPE,14.69654556,21.00450867
CENPF,33.302948,16.620356
CENPH,14.205591,18.387358
CENPI,6.057849031,6.965963773
CENPJ,7.95373,5.789235
CENPK,7.342072637,16.56203935
CENPL,6.730726499,3.195257521
CENPM,6.736848014,6.519656825
CENPN,19.77247874,4.877482442
CENPO,15.0689582,12.98842728
CENPP,4.283408108,1.549187994
CENPQ,7.032116,9.650983
CENPS,3.114087,8.06717
CENPS-CORT,1.383222214,0.939049175
CENPT,13.554433,26.510632
CENPU,26.111444,14.040396
CENPV,6.7214,4.929046
CENPVL1,0,0
CENPVL2,0,0
CENPVL3,0,0.068363
CENPW,8.622969907,11.19122181
CENPX,19.73190326,10.96464971
CEP104,5.589089,8.609245
CEP112,9.512351922,1.545343154
CEP120,8.589738,12.528481
CEP126,0.832460721,1.093597443
CEP128,6.760057,19.126163
CEP131,1.77795965,2.927038357
CEP135,3.272182,8.045595
CEP152,4.023753577,9.650044078
CEP162,1.684795301,8.378352962
CEP164,10.89561645,13.65644006
CEP170,7.618746262,39.68660178
CEP170B,9.134493126,4.946814602
CEP19,0.695448,2.80668
CEP192,10.715391,19.946835
CEP250,6.147222863,10.49850406
CEP290,6.344565,12.164859
CEP295,7.657486,16.691729
CEP295NL,0.846362,1.510296
CEP350,23.223804,11.596334
CEP41,1.252024547,3.893292715
CEP44,1.666020801,2.84342536
CEP55,18.41156729,16.62162207
CEP57,11.93682772,32.25604788
CEP57L1,3.308211867,3.164358989
CEP63,8.393195225,6.200850628
CEP68,5.876477392,3.896359103
CEP70,10.47058449,8.959170719
CEP72,4.112395,14.490265
CEP76,4.260290343,5.60722527
CEP78,4.551439259,9.296318696
CEP83,3.654612042,5.903972862
CEP85,10.12865118,11.72698967
CEP85L,2.10832162,2.433459278
CEP89,2.996864,6.789762
CEP95,30.13709419,19.26436237
CEP97,5.30883687,3.288049569
CEPT1,26.47889738,18.13325309
CER1,0,0
CERCAM,19.09961844,21.73967268
CERK,5.782147,2.068835
CERKL,0,0.145977732
CERS1,1.69133657,3.044553118
CERS2,203.3149845,37.29437533
CERS3,0,0
CERS4,9.757684,7.66926
CERS5,8.222727082,5.148127677
CERS6,26.43215298,26.76625136
CERT1,4.713958468,14.32111284
CES1,0,0
CES2,6.510409102,7.966604535
CES3,0.133042,2.265898893
CES4A,0.05331728,0.046017068
CES5A,0.024335111,0
CETN1,0,0
CETN2,39.81905,19.473034
CETN3,14.61957548,11.86867835
CETP,0.008814,0.319718
CFAP100,0.036564,0.049962
CFAP126,0.156655,0.085524
CFAP157,0.447436,0.24838
CFAP161,0.440931253,0.097091929
CFAP20,39.22559,40.942905
CFAP206,1.204641,0.257556
CFAP221,0.021333,0
CFAP298,6.559931755,7.527781037
CFAP299,0,0
CFAP300,0.673508022,0.762971326
CFAP36,26.71920913,13.46992341
CFAP410,2.801612311,0.733256728
CFAP43,0.123424,0.418498
CFAP44,3.501963513,2.890442805
CFAP45,0.545198,0.470028
CFAP46,0.142424,0.014655
CFAP47,0,1.343532311
CFAP52,0.572976,0.252079
CFAP53,0.242475,0.447522
CFAP54,0.003297,0.231554
CFAP57,0.020929795,0.649157534
CFAP58,0.036868,0.16825
CFAP61,0,0.028287862
CFAP65,0.00817265,0
CFAP69,0.164923,0.551312
CFAP70,0.384069507,1.059033412
CFAP73,0.315222,0.328668
CFAP74,0.192036,0.124252
CFAP77,0.480482,0.296888
CFAP97,11.08826945,4.5857739
CFAP97D1,0.007616,0
CFAP99,0.048788,0
CFB,17.407072,2.828197
CFC1,0,0
CFC1B,0,0
CFD,0.482969255,1.120647802
CFDP1,38.949627,15.287925
CFH,0.058374976,0.206978925
CFHR1,0,0
CFHR2,0,0
CFHR3,0.120151,0
CFHR4,1.211614,0
CFHR5,0.081739,0
CFI,0,0.089111953
CFL1,338.705231,309.794586
CFL2,2.94405446,17.29249264
CFLAR,4.336633459,6.548951131
CFP,0.080313484,0.379038817
CFTR,0,0
CGA,0.179088879,0
CGAS,5.562968,22.089703
CGB1,0.016822,0
CGB2,0,0
CGB3,0.013399,0.218245
CGB5,0,0.020437
CGB7,0.137098,0.302613
CGB8,0,0.0631
CGGBP1,22.0038626,12.91625427
CGN,23.686087,1.333642
CGNL1,2.376055,0.262304
CGREF1,3.593453844,4.963567733
CGRRF1,3.854462,6.362988
CH25H,0,0.070833
CHAC1,16.62837202,10.50580632
CHAC2,4.27235433,8.43125318
CHAD,0.282609,0.543702
CHADL,0.073878,0.051121
CHAF1A,12.438493,17.029129
CHAF1B,5.599518,5.949287
CHAMP1,3.953405836,7.352787923
CHAT,0,0
CHCHD1,10.060187,8.547382
CHCHD10,10.72755901,8.106652233
CHCHD2,160.6059546,111.0184821
CHCHD3,57.33560707,129.7372
CHCHD4,25.94645885,21.32722426
CHCHD5,23.16873526,31.00684576
CHCHD6,7.655272728,9.909306386
CHCHD7,8.565331301,15.93699174
CHD1,21.79721278,30.67880827
CHD1L,41.34098328,18.45070597
CHD2,38.50976042,32.06149528
CHD3,55.55598651,23.56331035
CHD4,123.1090829,67.92039171
CHD5,0.269391,0.020072
CHD6,35.431454,16.586884
CHD7,19.116798,16.28426
CHD8,43.99981797,36.58256812
CHD9,20.64894386,14.10006821
CHDH,5.327577,1.100372
CHEK1,9.452793232,26.3281058
CHEK2,14.4419876,10.61474395
CHERP,14.342844,9.764997
CHFR,3.02530181,1.884442266
CHGA,0.431646,0.360201
CHGB,0.251888,0.177312
CHI3L1,0,0.781805
CHI3L2,0.41447434,0.124796532
CHIA,0,0
CHIC1,1.14856756,4.113132524
CHIC2,4.471189,12.796082
CHID1,7.773514171,7.205302995
CHIT1,0,0.103764024
CHKA,8.987198598,9.665159103
CHKB,5.721456,8.849044
CHL1,0,0
CHM,3.597188733,8.172228009
CHML,8.471944,18.017832
CHMP1A,18.97068485,26.98964163
CHMP1B,34.548649,30.526079
CHMP2A,32.30060334,84.00562504
CHMP2B,28.50264088,44.96051546
CHMP3,36.78971664,22.58366949
CHMP4A,26.7336235,14.90489
CHMP4B,70.647705,51.279831
CHMP4C,5.842154,16.915291
CHMP5,27.5246552,51.0294244
CHMP6,2.866373,3.512441
CHMP7,13.14577811,11.37029204
CHN1,9.096670474,7.044503413
CHN2,1.996492887,1.017453467
CHODL,0,0
CHORDC1,12.61089562,74.70781338
CHP1,35.016392,30.561552
CHP2,0.465321,0
CHPF,12.90464654,2.008442244
CHPF2,9.062545373,7.6988504
CHPT1,13.716087,25.243439
CHRAC1,22.055498,81.627327
CHRD,0.093420042,0.234175666
CHRDL1,0,15.36631745
CHRDL2,0.037358344,0.038818657
CHRFAM7A,0,0.069911269
CHRM1,0.648919,0.180195
CHRM2,0,0
CHRM3,0.233398183,0.930015927
CHRM4,0.039064,0.237704
CHRM5,0.140005702,0.142510424
CHRNA1,0.04534,0
CHRNA10,0.052301,0.377649
CHRNA2,0,0
CHRNA3,1.005640633,0.704706064
CHRNA4,0,0
CHRNA5,5.133178664,4.10342164
CHRNA6,0,0
CHRNA7,0.025399143,0.705061984
CHRNA9,0,0
CHRNB1,0.949257,2.776389
CHRNB2,0.756034,0.470517
CHRNB3,0,0
CHRNB4,0.252696,0.515005
CHRND,0.38488306,0.1332294
CHRNE,0.072872,0.245948
CHRNG,1.526854,1.468372
CHST1,0.135151,0
CHST10,4.087855,13.311591
CHST11,4.107981892,6.977087989
CHST12,0.102552,1.374096851
CHST13,0,0.352078
CHST14,3.892902,6.410891
CHST15,13.96225227,2.214440464
CHST2,0,0.597692
CHST3,0.214197,7.932346
CHST4,0.025690448,0.372191201
CHST5,0.115222,0
CHST6,0,0.126502
CHST7,0.966291,0.790102
CHST8,0.163838259,0
CHST9,0,0.083741
CHSY1,9.110299,9.575055
CHSY3,0,1.227834
CHTF18,4.944116,4.564974
CHTF8,24.88138683,25.01027891
CHTOP,35.4936333,39.03118008
CHUK,12.59025351,13.81684267
CHURC1,25.47146794,60.65899098
CHURC1-FNTB,1.355717,3.101248
CIAO1,24.852936,42.477852
CIAO2A,9.955512868,3.856805729
CIAO2B,27.86545,26.635992
CIAO3,6.360324035,7.407422565
CIAPIN1,21.45711168,26.05513964
CIART,12.46119297,0.537823961
CIB1,17.37681753,9.4710265
CIB2,0,0.406432648
CIB3,2.772251203,0
CIB4,0,0.074507
CIC,4.407703412,4.046511857
CIDEA,0,0
CIDEB,0.3193795,0.359384
CIDEC,0,0
CIITA,0.283898811,0.045573166
CILK1,10.48427753,3.616687749
CILP,0.021142,0.057943
CILP2,0.029356,0.678405
CINP,17.80060781,29.86586992
CIP2A,11.354444,32.44738
CIPC,8.469469,6.108994
CIR1,13.487324,7.319274
CIRBP,24.13877782,14.03708425
CISD1,4.508021,8.367332
CISD2,5.169548,10.185021
CISD3,7.274737,5.452203
CISH,7.869221564,0.022753
CIT,8.925036596,13.43866804
CITED1,0.08193495,0.111855196
CITED2,16.00134821,38.62200409
CITED4,1.118684,2.273066
CIZ1,43.82411488,23.76549048
CKAP2,24.23124314,45.42897521
CKAP2L,6.291008502,33.201622
CKAP4,38.181599,113.264732
CKAP5,88.68702792,83.30633131
CKB,5.49957815,33.95051333
CKLF,7.440250231,30.85334367
CKLF-CMTM1,0,0
CKM,0,0
CKMT1A,13.32922384,0.025040572
CKMT1B,21.578045,0.030491
CKMT2,1.130550917,2.18083475
CKS1B,55.480862,57.158058
CKS2,38.645985,48.862209
CLASP1,17.54437609,28.01070496
CLASP2,6.42344984,11.5373856
CLASRP,13.50691161,9.340579384
CLBA1,2.156582292,2.812945919
CLC,0,2.01936
CLCA1,0,0
CLCA2,6.911465,0.032806
CLCA4,0,0
CLCC1,21.92247169,3.224427987
CLCF1,1.830396276,8.050315368
CLCN1,0.004993,0.030659
CLCN2,1.105887,0.947134
CLCN3,15.67902105,18.03796129
CLCN4,2.861336538,0.727618096
CLCN5,2.560553599,2.32956898
CLCN6,1.897457139,6.849329466
CLCN7,9.729950314,20.12485261
CLCNKA,0,0
CLCNKB,0,0.416592483
CLDN1,2.916234,194.009293
CLDN10,0,0.704649933
CLDN11,0,1.442122644
CLDN12,6.453421577,11.2644786
CLDN14,0.039674715,0.221550328
CLDN15,1.632688,2.069908
CLDN16,0,8.095581
CLDN17,0,0
CLDN18,0,0.361823988
CLDN19,0,0
CLDN2,0.472382771,0.07670113
CLDN20,1.68191,3.86758
CLDN22,0,0
CLDN23,0.2401095,0.2717945
CLDN24,0.174375,0.160711
CLDN25,0,0
CLDN3,8.333315,0.051614
CLDN34,0.460718,0.332864
CLDN4,38.754982,0.148695
CLDN5,0.099226341,0.070613905
CLDN6,0.044381,0.273854
CLDN7,54.51291513,0.200337787
CLDN8,0,0
CLDN9,0.742984,0.083078
CLDND1,26.15340442,34.27638233
CLDND2,0.821624,0.202971
CLEC10A,0,0
CLEC11A,0.854132,0.329818
CLEC12A,0.025516972,0.213610717
CLEC12B,0.005418839,0.807555805
CLEC14A,0,0.031612
CLEC16A,7.86750441,12.85752327
CLEC17A,0,0
CLEC18A,0.150247693,0.025354777
CLEC18B,0.204489,0
CLEC18C,0.099096,0.016498
CLEC19A,0,0.025568
CLEC1A,0,0
CLEC1B,0,0.163289
CLEC2A,0,0
CLEC2B,0,3.084706
CLEC2D,3.395729228,4.021235902
CLEC2L,0,0
CLEC3A,8.573047,0
CLEC3B,0.519338766,0.030474127
CLEC4A,0.066639,0.349749
CLEC4C,0,0
CLEC4D,0,0.160003
CLEC4E,0,0
CLEC4F,0,0
CLEC4G,0,0
CLEC4M,0,0
CLEC4O,0,0
CLEC5A,0,0.18739
CLEC6A,0,0
CLEC7A,3.753234708,0.231353309
CLEC9A,0,0.401683
CLECL1,0.014788107,0
CLGN,5.262499766,42.77123578
CLHC1,1.242238159,3.137970683
CLIC1,223.576219,270.4040722
CLIC2,0.904282,6.20513
CLIC3,1.09146,0.72229
CLIC4,61.202744,255.004471
CLIC5,0,0.053885895
CLIC6,0,0.092862
CLINT1,27.24018426,54.45840636
CLIP1,38.39069381,47.31072472
CLIP2,0.714990088,5.813198977
CLIP3,1.258155731,10.50397999
CLIP4,0,21.28157841
CLK1,16.01969378,28.14227586
CLK2,16.8853881,11.66839288
CLK3,22.96231638,15.03789416
CLK4,5.457437,11.555942
CLMN,5.601676,2.26154
CLMP,1.099707,48.721577
CLN3,9.888324951,4.533566161
CLN5,2.310526053,3.502992185
CLN6,11.242521,8.692417
CLN8,3.129305,3.587021
CLNK,0,0
CLNS1A,51.97649899,45.49513635
CLOCK,12.26714526,12.90740925
CLP1,1.644564163,5.421592277
CLPB,4.426487816,5.608012715
CLPP,8.217244,11.473296
CLPS,0.838481297,0
CLPSL1,2.879704383,0
CLPSL2,3.155591838,0.113824
CLPTM1,43.52642245,23.41746054
CLPTM1L,31.448807,34.035568
CLPX,17.332355,13.414813
CLRN1,0.081104602,0.034412306
CLRN2,0,0
CLRN3,0,0
CLSPN,9.510053584,14.75370943
CLSTN1,46.70578608,40.75846805
CLSTN2,0.380813,0.027782
CLSTN3,8.634124,8.821556
CLTA,36.50111261,85.77388171
CLTB,10.44085431,6.168645164
CLTC,253.2550092,101.2032148
CLTCL1,1.386391772,3.972527564
CLTRN,0.990376,0.316542
CLU,45.441147,2.583439
CLUAP1,7.3524084,8.60225224
CLUH,19.97603956,34.24936943
CLUL1,0.257448211,0.351488897
CLVS1,0.122069,0.121698
CLVS2,0,0
CLYBL,1.040271,0.61016
CMA1,0.105544,0.04235
CMAS,28.578196,22.666351
CMBL,14.92741,0.034008
CMC1,3.328759759,3.239687251
CMC2,2.851419202,0.847812214
CMC4,15.135011,3.704193
CMIP,16.65096929,9.186342701
CMKLR1,0,0.011764753
CMPK1,57.02384639,46.60537195
CMPK2,0.313364968,0
CMSS1,7.533795126,3.284478892
CMTM1,1.331068,2.345263
CMTM2,2.085377,0.092059
CMTM3,2.095923891,15.02271922
CMTM4,14.53147752,5.089917
CMTM5,0.031229,0
CMTM6,11.693666,14.79093
CMTM7,0,3.557229
CMTM8,0.910897811,0.507032609
CMTR1,18.697943,15.992243
CMTR2,5.797096429,16.75558602
CMYA5,4.203219,0.169351
CNBD1,0.107403,0.078949
CNBD2,0.06550131,0.005378174
CNBP,43.66849803,84.90341848
CNDP1,0,0
CNDP2,26.2006338,10.1662119
CNEP1R1,2.435329931,11.29997216
CNFN,1.466569,2.209739
CNGA1,0.275943937,0.23230296
CNGA2,0,0
CNGA3,0.03407,0
CNGA4,0.024119,0.125098
CNGB1,0.019094825,0.147057947
CNGB3,0.659389,0
CNIH1,13.687549,32.921227
CNIH2,1.821115,0.388613
CNIH3,0.078791046,1.663709075
CNIH4,22.76104769,17.42635472
CNKSR1,4.088926397,0.220384766
CNKSR2,0,1.556072167
CNKSR3,1.647587548,1.924185277
CNMD,0,1.267611356
CNN1,0.048361,0.440952
CNN2,9.896340583,9.514219827
CNN3,0.315702288,93.60020098
CNNM1,3.708764865,9.268119372
CNNM2,5.455410937,2.308110155
CNNM3,6.894034593,9.078719569
CNNM3-DT,0.982795,1.469489
CNNM4,17.90033,6.000567
CNOT1,77.44165194,93.11091251
CNOT10,12.01233428,22.95295973
CNOT11,25.775808,41.847881
CNOT2,28.01021075,22.52012596
CNOT3,36.211102,24.945398
CNOT4,13.59955817,16.87657294
CNOT6,15.1071952,14.29611109
CNOT6L,4.939004785,4.242346521
CNOT7,5.672613764,9.671965392
CNOT8,18.57482045,27.77797191
CNOT9,16.90088338,15.8443113
CNP,7.410955696,8.824225431
CNPPD1,10.70545854,7.257011786
CNPY1,0,0
CNPY2,46.96877111,25.72874083
CNPY3,19.86079027,8.684417215
CNPY3-GNMT,0.835095615,0.345753532
CNPY4,7.412792,2.044286
CNR1,0.057334925,0.057873641
CNR2,0.022804,0.037433
CNRIP1,0,4.768880286
CNST,4.353781157,18.59385513
CNTD1,0.126829,4.881334726
CNTD2,1.774133,0
CNTF,0.781191,3.492921
CNTFR,0.028704909,0.078758306
CNTLN,0.005362983,9.391774747
CNTN1,0,0.176717435
CNTN2,0.183179798,0.237869376
CNTN3,0.012214,0
CNTN4,0,0.280215215
CNTN5,0,0.838401259
CNTN6,0,0
CNTNAP1,0.250637,6.060786
CNTNAP2,0.585949,0.737894
CNTNAP3,2.279543,1.774342
CNTNAP3B,0.168862,1.225535
CNTNAP4,0.690997725,0
CNTNAP5,0,0
CNTRL,3.988858588,4.225786317
CNTROB,9.209244442,12.16021883
COA1,8.355971064,12.96584741
COA3,16.661444,30.979389
COA4,106.472893,53.851585
COA5,11.638647,12.298175
COA6,3.448656528,8.295634412
COA7,12.840136,25.364439
COA8,3.943724805,7.329103479
COASY,13.42983842,35.62078712
COBL,8.128425484,0.77055119
COBLL1,14.41238855,3.00704505
COCH,1.856473057,31.76234532
COG1,7.644006,14.476681
COG2,8.986580946,15.09541882
COG3,14.725839,11.931025
COG4,14.45408124,14.08574746
COG5,5.662601605,3.861638748
COG6,4.589848549,1.770839889
COG7,13.27976,3.647074
COG8,13.694256,9.513019
COIL,20.623453,15.639165
COL10A1,1.101424,1.070101
COL11A1,0,0
COL11A2,0.302879871,0.556540765
COL12A1,5.569391,28.89097023
COL13A1,0.532407195,0.561403554
COL14A1,0.238355,0.508115
COL15A1,0,0.043938
COL16A1,0.944633,0.47978
COL17A1,0.409097,0.279472
COL18A1,5.919865812,1.036809783
COL19A1,0,0.264156
COL1A1,2.438233,25.633101
COL1A2,0.011953,0.257426
COL20A1,0.022232,0.008155
COL21A1,0.013086632,0.06427816
COL22A1,0,0
COL23A1,0.267311,0.519949
COL24A1,0.104891,0.009654
COL25A1,0,2.609620508
COL26A1,0,0
COL27A1,1.528547,12.345918
COL28A1,0.224507,0.035187
COL2A1,0.022344,0
COL3A1,0.011079,0.195725
COL4A1,0.030905429,1.224465423
COL4A2,0.055939,2.531348
COL4A2-AS2,0,0
COL4A3,0.250683,0.198205
COL4A4,0.178178,0.433113
COL4A5,12.04976588,3.516831739
COL4A6,0.506405333,0.542866603
COL5A1,3.741223545,0
COL5A2,0.26447,0.863352
COL5A3,1.216618,0.031923
COL6A1,1.958774,29.47999
COL6A2,1.557949729,25.45585208
COL6A3,0.029620758,0.132392439
COL6A5,0,0
COL6A6,0.069605,0.225057
COL7A1,0.849991,0.723677
COL8A1,0.027194,0.238604
COL8A2,0.090159,0.112386
COL9A1,0,0
COL9A2,1.477179,1.839709
COL9A3,0.464821,1.224588
COLCA1,0.117090767,0.053624005
COLCA2,0.348978778,0.327205164
COLEC10,0.077858609,0.184949129
COLEC11,0,0.087331861
COLEC12,0.167879,0.161789
COLGALT1,20.056454,30.30843
COLGALT2,0.220457408,2.014638826
COLQ,0.212112631,0.161380711
COMMD1,2.303959942,1.179097869
COMMD10,8.640244687,6.603363622
COMMD2,5.284646,9.131441
COMMD3,36.54472,10.384219
COMMD3-BMI1,0.286503,0.007209
COMMD4,10.03698079,15.15389662
COMMD5,5.03375378,7.258903983
COMMD6,1.79835475,3.395515119
COMMD7,16.42376259,12.80558957
COMMD8,1.761510807,5.13360165
COMMD9,3.771319009,4.112289273
COMP,0.019136,0
COMT,29.01599749,8.433671539
COMTD1,16.842903,3.639323
COP1,25.6120864,12.02888314
COPA,60.42759321,36.94258947
COPB1,94.87699549,51.61426799
COPB2,149.46524,92.757759
COPE,92.65294981,56.53524774
COPG1,104.014366,55.53648
COPG2,8.702516727,12.12478918
COPRS,22.01894909,20.32184611
COPS2,12.3966659,21.70620043
COPS3,42.7796307,48.70796855
COPS4,19.5707458,21.30081722
COPS5,40.303139,73.219345
COPS6,51.311192,24.994431
COPS7A,19.53382654,13.6941631
COPS7B,6.118919525,8.007740426
COPS8,6.695637482,21.23817585
COPS9,10.8375913,8.736644016
COPZ1,65.72259353,67.00739419
COPZ2,5.900748,2.602827
COQ10A,2.074345191,5.799241648
COQ10B,11.6772093,10.0896125
COQ2,8.296919784,17.75342545
COQ3,11.565397,3.393407
COQ4,12.37729167,8.221649629
COQ5,17.661001,18.631523
COQ6,4.30367082,4.299705847
COQ7,5.665494741,12.41324945
COQ8A,3.244734,4.662096
COQ8B,3.801556085,1.260157389
COQ9,26.884832,29.540421
CORIN,0.024706157,0.074902733
CORO1A,2.251638497,2.035344697
CORO1B,8.848756072,7.088027648
CORO1C,16.81017784,91.97819822
CORO2A,7.397416606,1.117752035
CORO2B,0.116348622,0.076005183
CORO6,0.088346458,0.35778404
CORO7,2.930169517,2.795162335
CORO7-PAM16,0.33556,0.32312
CORT,0.070357,0.152471
COTL1,53.655796,149.760956
COX10,10.587107,6.640676
COX11,10.3101538,13.85535521
COX14,24.07502729,8.432740135
COX15,6.661348861,7.610835443
COX16,10.64233026,7.423375467
COX17,68.728256,42.789249
COX18,1.003267732,1.533586533
COX19,6.72471,5.673222
COX20,17.67279816,26.65363485
COX4I1,130.2482707,83.54313456
COX4I2,0,0
COX5A,40.189674,14.467095
COX5B,102.133705,149.257584
COX6A1,215.147888,196.471024
COX6A2,0,0.91988
COX6B1,133.778625,58.899338
COX6B2,0.167845419,0.05708318
COX6C,748.49292,102.264297
COX7A1,0.617936,0.801349
COX7A2,33.28336953,33.49296151
COX7A2L,24.64443688,16.9135618
COX7B,26.248604,21.35824
COX7B2,1.135266,0
COX7C,160.228897,148.249619
COX8A,91.530052,78.276367
COX8C,0,0.237656
CP,9.357494,0.451717
CPA1,0,0.042285
CPA2,0,0.049643
CPA3,0,0.055916
CPA4,0.137635,0.602223064
CPA5,0,0
CPA6,0,0.159663
CPAMD8,2.352317,0
CPB1,0,0
CPB2,0.202909044,0.409258282
CPD,16.64150793,9.95838336
CPE,53.355156,10.423143
CPEB1,0.530531723,11.21723195
CPEB2,3.228464678,2.742333928
CPEB3,1.701633226,1.089217346
CPEB4,2.414075348,4.528916965
CPED1,0.04265304,1.935244124
CPHXL,0.123857,0
CPLANE1,5.294981,15.933164
CPLANE2,1.548085,1.297514
CPLX1,2.811523,1.619619
CPLX2,0.145594294,0.06616789
CPLX3,0.118407,0.085017
CPLX4,0,0
CPM,0.283552586,1.199023581
CPN1,0,0
CPN2,0,0.065358
CPNE1,23.18058203,31.01883655
CPNE2,4.801888,10.871284
CPNE3,56.856514,18.771734
CPNE4,0.585013892,0.043462656
CPNE5,0.007062922,0.080229852
CPNE6,0.0294145,0
CPNE7,0.523258,11.95303938
CPNE8,0.187382,11.805062
CPNE9,0.035768795,0.21277164
CPO,0,0
CPOX,5.156088,3.617233
CPPED1,1.607823,6.451311
CPQ,2.097732,5.187186
CPS1,0.298460406,0.132446892
CPSF1,7.724817,12.326105
CPSF2,11.66282978,22.06658536
CPSF3,31.39762245,27.83340748
CPSF4,7.607315881,5.509130976
CPSF4L,0.093391,0.474397
CPSF6,19.81325183,15.53585044
CPSF7,23.9218326,41.51969541
CPT1A,42.84639465,1.326215762
CPT1B,3.156926999,1.780343119
CPT1C,0.008925,0
CPT2,10.14038804,5.12649406
CPTP,3.483292,2.776361
CPVL,0.041970907,6.032538188
CPXCR1,0,0.121637576
CPXM1,0.025346,0.132734
CPXM2,0.01705,0.018306
CPZ,1.176017,8.912129091
CR1,0.006101,0.130809
CR1L,0,0
CR2,0.074898,0.04782
CRABP1,14.943537,0
CRABP2,431.3743752,28.0475901
CRACD,2.967253,3.731605
CRACR2A,6.152282561,8.030939856
